audspec_lengthL1norm_sma_amean,pcm_fftMag_spectralFlux_sma_amean,pcm_fftMag_spectralVariance_sma_amean,pcm_fftMag_spectralKurtosis_sma_stddev,pcm_fftMag_mfcc_sma[1]_amean,voicingFinalUnclipped_sma_de_stddev,audspec_lengthL1norm_sma_de_stddev,pcm_zcr_sma_de_stddev,pcm_fftMag_spectralEntropy_sma_de_stddev,pcm_fftMag_psySharpness_sma_de_stddev,v,a,song_id
0.075220094,0.644479346,0.086321409,-0.186161126,-0.170199348,1.076979151,-0.269077802,-0.215310588,-0.04848144,-0.391054434,-0.01915,0.464133333,1364
0.407311528,-0.093581242,1.299649851,-0.311692604,-1.304154291,1.568425681,0.64994937,1.312150539,1.136334242,1.296137539,0.4595,0.483116667,1365
0.032102851,0.35174948,0.410696765,-0.268365271,-0.465930761,0.325437926,0.82475255,0.881575051,0.710922893,0.931869087,0.289133333,0.501666667,1366
0.558312448,-0.107380654,1.731570423,-0.407293004,-0.943873744,0.369209731,0.587432041,1.348265243,0.473012941,0.572209592,0.5667,0.6231,1367
-0.741119375,0.304490232,-0.747485349,-0.128623993,1.584947853,0.054447246,-0.810992551,-0.722569412,-0.082639764,-0.434487864,-0.06265,-0.047833333,1368
0.448919021,0.045873964,0.990860129,-0.364522286,-0.81444466,0.383862953,1.724929189,0.962120963,0.694274197,0.341519445,0.619733333,0.625516667,1369
-1.792317246,-1.521863658,-0.779311481,-0.337497522,1.022027831,-0.10072662,-1.256808884,-0.776930365,-0.260440289,-0.6464265,0.216781486,-0.195374852,137
-0.85376004,-0.638481545,-0.536488725,1.484575425,1.145376469,-0.166947913,-0.501389831,-0.14171215,0.182733652,-0.133288689,-0.015716667,0.057566667,1370
0.498464185,0.00208658,6.270064338,-0.464532416,-1.255891108,0.565994991,0.05143605,2.169064371,0.217425063,2.522416459,0.279383333,0.273883333,1371
0.00285647,-0.919391423,0.541951656,-0.452745503,-0.845527045,-0.635287439,-0.803820245,-0.31367097,-0.581578487,-0.396609468,0.12305,0.21075,1372
0.139445772,-0.303111572,0.055402781,-0.443401225,-0.952547624,0.974030871,0.518622091,-0.04005875,0.055061324,0.274826796,0.51015,0.48495,1373
-0.969609923,0.188595766,-0.862946197,0.457159469,1.950315365,-0.479174264,-0.613715116,-1.036395634,-0.586603428,-0.828635614,0.3454,0.183916667,1374
-0.462139766,1.540554838,0.592234382,1.158937432,-0.799540782,2.382900616,1.639891383,1.262699627,0.971123666,1.404447235,0.2534,0.4786,1375
0.257492951,-0.187575986,0.777880999,-0.439213659,-0.780496019,-0.243313744,0.64174685,1.218432818,0.572789635,0.568940377,0.514333333,0.512916667,1376
-0.293179042,-0.787076632,-0.469692696,-0.368516558,0.006586192,-0.678871382,-0.889595959,-0.76966625,-0.666571164,-0.696999672,-0.220816667,-0.045616667,1377
0.365509195,0.375772949,1.104207614,-0.201649131,-0.903598227,-0.02755444,-0.015325238,1.445556004,0.528348309,1.319783614,0.191316667,0.407916667,1378
0.402372682,-0.283537453,0.799973465,-0.449614037,-0.972947788,-0.316110201,-0.195552229,0.750331798,0.193676436,0.326351128,0.177516667,0.380733333,1379
-0.824194555,-0.626603874,-0.844755207,1.643833966,1.575916071,-0.681971102,-1.036779377,-0.99788232,-0.537207444,-0.822626445,-0.430670685,-0.090353044,138
-0.764105993,-0.800991716,-0.305776908,-0.108679272,-0.265284181,-0.778719941,-0.662434435,-0.373577952,-0.532804524,-0.373432764,0.0871,0.251933333,1380
0.813031194,0.799044507,2.68046569,-0.445306919,-0.790580292,0.545705914,0.607388023,0.933497714,0.736555855,0.675916412,0.3647,0.678,1381
-0.065296406,0.165035981,-0.675257389,-0.312385029,0.85018436,0.279129987,-0.069450362,-0.43581327,0.101303139,-0.331551072,0.223583333,0.347916667,1382
0.097453162,0.542003541,-0.331563271,-0.345317076,0.242813418,0.132409903,0.394702694,0.178408748,0.173540493,-0.051378628,0.278016667,-0.060933333,1383
-0.040271282,-0.07074549,-0.064384073,-0.412108749,-0.020233272,-0.299296568,-0.185003908,-0.11035381,0.033479226,-0.198159366,0.152733333,0.19255,1384
0.50986227,-0.058707195,0.040843115,-0.424419094,-0.587883694,0.319332417,-0.067926133,0.096362936,0.307219421,-0.077956183,0.412583333,0.4589,1385
0.933415315,0.404794204,-0.266782278,-0.447906753,-0.170068326,-0.408820011,-0.665842437,-0.367593728,0.0109511,-0.26480022,0.243633333,0.293483333,1386
0.43528855,-0.319584559,-0.325921748,-0.441452906,-0.472169105,-0.564463531,-0.714564883,-0.744952458,-0.766514806,-0.622487664,0.247316667,0.164133333,1387
0.817812979,0.414698688,3.906983872,-0.437893943,-1.366870144,0.233761356,-0.270590707,0.846432914,1.189241,1.170117549,0.281266667,0.609233333,1388
-0.225122629,0.035479971,-0.645475568,-0.132018077,0.999603628,-0.63744785,-0.58289885,-0.493548234,-0.306557366,-0.42510179,-0.094483333,-0.1681,1389
-0.018349775,0.055499291,4.316973967,0.015843721,-2.070774205,1.661980869,1.342661838,2.966637911,2.944287698,3.560630376,0.448633333,0.52695,1390
0.597882376,0.123583085,-0.301716004,-0.458592715,-0.338276421,0.056138002,-0.489255073,-0.421351404,-0.129550483,-0.275064145,-0.011433333,0.408033333,1391
1.214999146,0.428939301,5.678925877,-0.465766718,-1.746072406,1.222947787,-0.204048808,1.573963788,0.570445396,2.150269288,0.57035,0.632366667,1392
-0.649369332,0.713357276,-0.021802964,0.268961953,0.115120032,0.453747552,1.24211305,0.456734294,0.216479118,-0.043877578,0.317816667,0.18265,1393
-0.361752847,-0.388683862,0.581090327,-0.374512697,0.054195424,-0.086355191,0.444333468,0.421619002,0.496941079,0.100161516,0.28035,0.011333333,1394
0.093732402,-0.327087847,-0.493144444,-0.393753922,0.631058883,-0.724897529,-0.918193372,-0.387222688,-0.655826431,-0.498619796,-0.0884,-0.0484,1395
0.196870192,0.475256985,1.482838568,-0.332834287,-1.043813065,0.169042958,1.644993878,0.776674571,0.756260277,0.714076593,0.269816667,0.494166667,1396
-1.113172296,-0.540758569,-0.819226003,0.686902875,1.281523601,-0.577895652,-1.178138643,-0.954734327,-0.370441922,-0.744607345,-0.07655,-0.047866667,1397
0.160695173,0.216822068,0.08720589,-0.38066842,-0.878553861,0.912506124,0.970306637,0.484142779,0.930639813,0.269123641,0.535066667,0.748266667,1398
-0.144975767,-0.133431682,2.582140995,-0.37454963,-1.621794199,1.649581988,0.532805471,1.86721686,1.068547316,2.227547857,0.216616667,0.395183333,1399
-0.857423357,-1.027174453,-0.783875638,-0.27426949,1.083107897,-0.505287057,-0.376753538,-0.895154933,-0.433773469,-0.678436573,-0.103129812,0.010820496,140
0.424060259,0.712987916,-0.318108424,-0.383439738,-0.472852371,0.053977591,0.590745425,-0.044745264,0.308532517,-0.311259533,0.351466667,0.51065,1400
0.319087118,-0.220798477,-0.404922595,-0.448299546,-0.468841965,0.009923994,-0.408561269,-0.67142853,-0.051491848,-0.358910191,0.307383333,0.321866667,1401
-0.97089603,-0.738876074,-0.781609661,0.084790929,1.184100997,-0.527736545,-0.732950815,-0.788966613,-0.493926921,-0.732206233,0.14595,-0.051933333,1402
0.458390044,-0.232665602,-0.374352733,-0.43308966,-0.142310742,-0.290091338,-0.59450074,-0.393890499,-0.330271458,-0.575214236,0.349633333,0.20375,1403
-0.924827624,-0.806495285,-0.461487634,-0.424489476,0.785061306,-0.57254159,-1.217687521,-0.874817919,-0.791106568,-0.845791004,-0.210783333,-0.0835,1404
-1.203005837,-1.131418104,-0.549101516,0.071964807,0.781578012,-0.517592006,-0.955674355,-0.073189292,-0.225387326,-0.065338995,-0.219766667,-0.269366667,1405
-0.858671422,-0.689544689,-0.275094169,0.194889784,0.029251603,-0.381580046,-0.415235393,0.732323119,0.113360069,0.630363376,0.016083333,0.008516667,1406
0.095035967,-0.341571826,-0.639268884,-0.394906015,0.336488663,-0.355091529,-0.742826752,-0.787194575,-0.394297603,-0.569753742,-0.163316667,-0.023933333,1407
0.115476358,0.393793222,-0.630962657,-0.412073933,0.286157297,-0.612274365,-0.48424761,-0.583083547,-0.486302491,-0.678824891,-0.039833333,0.358883333,1408
0.24102351,0.058100534,-0.456366057,-0.417942875,0.65997438,-0.524542894,-0.349365151,-0.292519043,-0.466329808,-0.427924366,0.20765,0.0807,1409
-0.2549492,-0.533705838,0.128977045,0.00508988,0.182577483,-0.301832702,-0.073144587,0.601658838,-0.025097617,0.588046517,0.3316,0.159083333,1410
0.278439364,0.104161411,-0.339631147,-0.44338703,0.085742963,-0.518061661,-0.835779008,-0.416363465,-0.363990989,-0.398147271,-0.03355,-0.05685,1411
0.061400218,0.396929703,-0.606348119,-0.293939256,0.194191522,-0.629651584,-0.643987078,-0.577068632,-0.51002556,-0.603656509,0.093383333,-0.07775,1412
0.414565748,0.041243946,-0.50024403,-0.443607909,0.307551509,-0.474195925,-0.668118461,-0.581921757,-0.173019791,-0.504678304,0.092716667,0.219233333,1413
-0.370939367,-0.076787549,-0.38947909,-0.368121534,0.208525086,-0.314795168,0.056060481,-0.368038896,-0.310223223,-0.4140238,-0.166933333,0.275333333,1414
-0.023374173,-0.348384957,0.973796021,-0.382423306,-1.137328528,-0.457006568,-0.295338279,1.056628121,0.25557193,1.102951062,0.309066667,0.305316667,1415
-0.786979747,-0.623033064,-0.754546095,-0.107503751,0.792117398,-0.674738422,-0.666217095,-0.88284443,-0.67040016,-0.852806512,-0.013166667,-0.208083333,1416
-1.213510666,-0.578747956,-0.87659686,1.266938364,1.560727585,-0.72715187,-1.123371014,-1.085867625,-0.752864263,-0.908002923,-0.022483333,-0.174733333,1417
-0.592027653,-0.76078403,-0.710947079,-0.326914219,0.360988273,-0.18103755,-0.314941374,-0.498962999,0.033827901,-0.399498405,0.0487,0.114283333,1418
-0.867079523,-0.528005529,-0.718999621,0.342878987,0.219015646,-0.486125151,-0.759466897,-0.519381332,0.045747654,-0.561241505,-0.324216667,-0.223466667,1419
-0.727699273,-1.01180547,-0.776492664,-0.435291489,1.260628495,-0.508292846,-0.532488216,-0.942127187,-0.684180491,-0.853037335,0.140205057,-0.008183968,142
-1.078328781,-0.928207181,-0.565253202,-0.270888275,0.26987153,-0.643929083,-1.170943376,-0.663131674,-0.627541289,-0.72710173,0.1645,-0.07745,1420
-0.463637639,-0.794493755,-0.502615852,-0.329019509,-0.188257236,-0.199917663,0.020458731,-0.586302967,-0.310859091,-0.470239137,0.252883333,0.011233333,1421
-0.458392533,-0.508094424,-0.436259714,-0.245856518,0.247246799,-0.663560643,-0.998372793,-0.527356367,-0.553966989,-0.57602583,0.0184,-0.121333333,1422
0.690837986,0.287883399,0.962994927,-0.447822035,-1.06417846,-0.050285721,-0.579544812,0.645640511,0.297167491,0.421597032,-0.022933333,0.449316667,1423
0.146739671,0.194442287,-0.213771612,-0.410465277,-0.126414023,-0.698972597,-0.308122833,0.043477742,-0.415898792,-0.174630792,-0.002866667,0.0062,1424
-0.375490838,0.194997358,0.088249091,0.539036611,-0.28855178,-0.278349974,0.313057848,0.64293738,0.268820573,0.447452534,0.13015,0.39285,1425
0.36954706,-0.016759837,1.150102898,-0.429797386,-0.713916527,0.201730915,0.059493556,1.136939882,0.60510313,1.253018301,0.584483333,0.568683333,1426
0.211991448,-0.190061388,0.755125358,-0.439928683,-1.465230115,2.79535125,0.61729405,0.790307806,1.056351613,1.27625198,0.091,0.347183333,1427
-0.927660085,-0.887702974,-0.485263107,-0.149208944,0.321292088,-0.426385091,-0.809673932,-0.327234876,-0.325758917,-0.432566318,0.054183333,-0.1005,1428
-1.432992281,-1.314972516,-0.866040896,0.80816387,1.308596227,-0.833481663,-1.167918759,-1.084308429,-0.830909853,-0.9213655,-0.29755,-0.265766667,1429
-1.590079892,-1.460577394,-0.812627723,-0.323404012,1.323190741,-0.603069136,-1.175218168,-0.999879777,-0.709103619,-0.905373184,0.019512624,-0.177579847,143
-0.739984568,-0.714143912,-0.842959072,-0.395564505,2.381292979,-0.633784544,-1.067167607,-1.025991984,-0.67486539,-0.843319666,0.105866667,-0.030933333,1430
0.076617083,-0.35881645,-0.566492554,-0.289197933,0.328647459,-0.519094901,-0.512454243,-0.585757291,-0.521027219,-0.564314573,-0.033483333,-0.035483333,1431
-0.30557694,0.091688603,-0.731918416,-0.201323104,0.744450967,-0.688828059,-0.780867698,-0.694784078,-0.651522801,-0.751495347,-0.140283333,-0.205983333,1432
-0.819814315,-0.477949187,-0.839082334,-0.180716963,2.136557549,-0.41492552,-0.825635928,-0.939644099,-0.508667996,-0.775891929,-0.0497,0.03955,1433
-0.693543649,-0.546227279,-0.60816022,0.203507771,0.877639596,-0.631530202,-0.774695087,-0.29407788,-0.463322935,-0.327716196,-0.185033333,-0.11775,1434
0.579389737,0.208522036,1.455674515,-0.422083479,-0.23502612,-0.107677508,-0.437185802,2.10902088,0.207508953,1.374835236,-0.144666667,0.321983333,1435
-0.4268219,-0.35939428,-0.535127158,-0.161596631,0.545588282,-0.447143823,-0.531856119,-0.419277125,-0.38828905,-0.511814743,0.116416667,0.118633333,1436
-0.690791891,-0.582755295,-0.303221494,-0.007572552,0.295380148,-0.063717841,0.095193634,0.404573051,0.130149726,0.300861139,0.282683333,0.166516667,1437
-0.481346853,-0.566109772,-0.728200341,-0.417790692,1.646826142,-1.030642646,-1.237570187,-0.81081203,-0.939779388,-0.76081355,-0.199266667,-0.084833333,1438
-0.427772033,-0.664651963,-0.728567914,-0.295554521,0.792523433,-0.695872877,-0.646121383,-0.736720565,-0.65536402,-0.714658907,-0.030383333,-0.092083333,1439
0.014374873,-0.705658769,-0.498007631,-0.446283059,-0.25326976,-0.593300321,-0.881276636,-0.672606479,-0.520464832,-0.635593,0.005317823,-0.352588193,144
0.52688003,0.428707934,0.15571208,-0.411262934,-0.449911677,-0.33865362,0.066746936,0.396320568,0.05247453,0.119732427,0.339666667,0.315433333,1440
0.120486872,-0.284045127,-0.595687306,-0.408776275,0.395836068,-0.592548874,-0.808223202,-0.71402684,-0.604829706,-0.663871499,0.190816667,-0.0226,1441
-0.828093334,-0.983575817,-0.611467253,-0.031039654,0.096024334,-0.241247264,-0.72830602,-0.410767426,-0.048806578,-0.267966492,0.04315,-0.27,1442
-0.676466561,-0.635102334,-0.807572373,-0.03637876,0.273559459,-0.204144554,-0.603899753,-0.857664847,-0.277524872,-0.844515995,0.320816667,0.05195,1443
-0.643186245,-0.290462938,-0.611182943,-0.100813614,0.302825306,-0.63538137,-0.854701099,-0.507837297,-0.541650133,-0.54934114,0.2169,-0.131366667,1444
-0.509957213,-0.330546532,-0.566233965,-0.355058888,0.045681499,-0.5592034,-0.782963115,-0.603571599,-0.480261644,-0.687448136,0.246433333,0.131733333,1445
-0.395173322,-0.745931682,-0.656005283,-0.115630481,0.251699605,-0.297981535,-0.577765686,-0.598578512,-0.298920544,-0.543882437,0.340533333,-0.052366667,1446
-0.790500423,-0.61754113,-0.737576449,0.179844328,0.8565909,-0.511392566,-0.372464311,-0.625531892,-0.297093253,-0.591137438,0.15915,0.100633333,1447
-0.806828387,-0.768714184,-0.675056791,-0.266697007,0.355930831,-0.469405449,0.098848747,-0.542175468,-0.340472325,-0.504436482,0.0969,0.14345,1448
-0.224435192,-0.490451525,0.6989416,-0.155104729,-0.591083974,0.059707377,1.256099243,1.209844699,0.638925413,1.304788123,0.120383333,0.159633333,1449
-0.673856798,-1.206721554,-0.742681384,-0.199638464,1.163468754,-0.855179703,-1.08070486,-0.827842342,-0.782094035,-0.681334194,0.083927719,-0.295720955,145
0.112405496,-0.261166376,0.110429265,-0.406394795,-0.227330106,-0.039295804,0.033017434,0.321492283,0.013524109,-0.002283225,0.3097,0.2854,1450
-0.49134365,-0.653647133,0.110281336,-0.229790806,0.126162761,-0.318928128,-0.438546545,0.417100762,-0.106367712,-0.085713966,0.166366667,0.23565,1451
-0.117109555,-0.533583299,-0.380876067,-0.452790649,-0.214545334,-0.153421862,0.330751655,-0.163111064,-0.005877165,-0.230082732,0.067733333,0.2314,1452
-0.67892589,-0.318671098,-0.528545689,0.647253168,0.146761778,-0.434744942,-0.358261889,-0.121609059,-0.156583543,-0.179790375,0.1005,0.017833333,1453
0.509466128,-0.728591106,-0.095937833,-0.468939709,-0.969827674,-0.510453257,-0.028600923,-0.490531068,-0.442295804,-0.421052286,0.23025,0.175566667,1454
-0.690019252,-0.768388023,-0.246343588,-0.236925085,-0.321679961,-0.156145858,-0.128101163,0.022418959,0.091135876,-0.049859509,0.0072,0.184766667,1455
-0.673461123,-0.02287925,-0.662005627,-0.144299111,-0.00999213,-0.560800226,-0.559318649,-0.580308284,-0.502427628,-0.627565757,-0.055203704,-0.30085,1456
0.055976181,-0.005135884,-0.537106443,-0.437261571,0.108555586,-0.472129445,-0.320079355,-0.6760593,-0.373487022,-0.653533167,0.262616667,0.205016667,1457
-0.213604788,-0.350923606,-0.495325688,-0.428334947,0.132804625,-0.503878093,-0.566302064,-0.662547945,-0.616891425,-0.700164052,0.072966667,0.182383333,1458
-0.116729496,-0.306234806,-0.161346686,-0.343942823,0.114181792,-0.235893202,-0.289339155,0.404564124,-0.036709889,0.340331165,0.28405,0.322716667,1459
-1.270711611,-1.036210885,-0.878534116,2.216669383,2.311180743,-0.797318262,-0.96183723,-1.121361394,-0.877537032,-0.956135345,-0.222996518,-0.563005447,146
0.314770285,-0.082898129,0.578994283,-0.445876032,-1.354200016,-0.681595378,-0.841576588,-0.297287135,-0.335094303,-0.32874824,0.254566667,0.182516667,1460
0.302415825,-0.036467784,-0.122803871,-0.442579835,-0.295662803,-0.645619839,-0.566634027,-0.217290973,-0.322214728,-0.343041515,0.26325,0.178533333,1461
0.173530796,0.271453295,-0.149863007,-0.432054898,-0.30498245,-0.562021328,-0.639980183,-0.078947219,-0.264242459,-0.326104363,0.034316667,0.019166667,1462
0.297677596,-0.161443331,-0.389669338,-0.436386234,-0.156172834,-0.454564365,-0.731222178,-0.399301192,-0.449562585,-0.471271093,-0.04675,-0.055933333,1463
-0.030487864,-0.388882517,-0.17555943,-0.268794797,-0.293068354,-0.400835883,-0.064215622,-0.131654268,-0.189497355,-0.324390468,0.199,0.097783333,1464
0.70873206,-0.053340767,-0.105867751,-0.438410103,-0.380165749,-0.208371445,0.713750249,-0.028821388,0.048023978,-0.029800479,0.177233333,0.1413,1465
-0.551086235,-0.422964231,-0.534760053,-0.344500671,0.108590408,-0.485749427,-0.487668672,-0.434665066,-0.419392319,-0.577631459,0.361233333,0.263616667,1466
-0.07319707,0.571774722,-0.421785435,0.090523057,-0.123533238,-0.212786198,-0.11087385,-0.147092251,0.028284622,-0.31128962,-0.048883333,0.155766667,1467
-0.328911034,-0.175394295,-0.722497677,-0.192394932,0.974667608,-0.614622638,-0.835099803,-0.834928703,-0.691428522,-0.836910123,-0.044016667,-0.2468,1468
-0.764576376,-0.510371014,-0.612877301,0.171231755,0.990343666,-0.609174645,-0.859086609,-0.421254089,-0.52711575,-0.434702814,-0.122316667,0.003616667,1469
-0.70902834,-0.38305131,-0.526613985,0.850720815,1.074053862,-0.566623942,-0.803113773,-0.039798211,-0.299492006,-0.121569838,0.087083333,-0.0679,1470
0.948277139,0.239010614,0.648940485,-0.453782716,-0.733281562,0.318487039,0.295454519,0.231220834,-0.041693051,0.089831067,0.5443,0.6054,1471
0.421707734,0.131779243,0.161255819,-0.42101637,-0.456230001,-0.270084054,-0.096172996,-0.022708767,-0.075059438,-0.136038924,0.164366667,0.26935,1472
0.286868288,0.073054285,0.589048519,-0.410278741,-0.474428297,-0.116507013,0.431657558,0.636669159,0.252814442,0.557503669,0.505883333,0.55355,1473
0.62785107,0.188461422,0.566401826,-0.420059502,-0.839594509,-0.236081064,-0.270331213,0.183419689,0.193674966,0.124837081,0.451866667,0.517833333,1474
-0.585932089,0.023610799,-0.531821041,-0.136712725,0.355278958,-0.678871382,-0.267025881,-0.287813764,-0.502224542,-0.421734571,-0.054233333,-0.13675,1475
-0.210832115,-0.270738323,-0.137562572,-0.371008771,0.119598494,-0.735605653,-0.444378491,-0.093177638,-0.498995383,-0.259075032,-0.2645,0.245183333,1476
0.28165112,-0.229510267,-0.445081373,-0.426214229,-0.100577911,-0.208747169,-0.076598133,-0.418139445,-0.191452926,-0.326735506,0.101266667,0.218933333,1477
-0.586078079,-0.359660464,-0.227463324,0.296474461,0.492766173,-0.504441679,-0.792986388,0.536826013,-0.066580118,0.251477776,-0.054833333,-0.2497,1478
-0.131696531,-0.547103177,-0.394805855,-0.38320742,-0.247843468,-0.19550291,-0.328972109,-0.419422072,-0.326786245,-0.372587902,0.263083333,0.361516667,1479
1.076732822,-0.378598568,-0.021538993,-0.458015928,-0.733514896,-0.608423198,-0.348014137,-0.560810424,-0.466219928,-0.621805433,0.009061473,-0.002788716,148
0.29124785,0.23398284,-0.408291231,-0.431996511,-0.307030465,-0.636320679,-0.594345881,-0.634708073,-0.63731851,-0.720247141,0.180766667,0.3023,1480
-0.574047704,-0.128105268,-0.575070341,-0.223372255,0.865790008,-0.542014044,-0.536809227,-0.415413671,-0.487012736,-0.487860472,0.00395,0.093766667,1481
-1.008951679,-1.050856996,-0.489989719,-0.2770481,0.782218248,-0.46649359,-0.958537678,0.106482427,-0.253463688,0.07308678,0.0682,0.070333333,1482
-0.989749784,-0.818249667,-0.673108591,-0.174491937,0.477527049,-0.434275288,-0.614626506,-0.60242825,-0.196472397,-0.640691745,-0.008016667,0.191383333,1483
-0.51117095,-0.67679442,-0.59647468,-0.371401446,0.063615164,-0.332829903,-0.610504286,-0.585207119,-0.259501798,-0.553480521,0.056116667,0.162266667,1484
-0.266277543,0.134807171,-0.815330049,-0.288645193,1.557980772,-0.594333561,-0.711702015,-0.949330476,-0.686003473,-0.814813968,0.098266667,0.0787,1485
-0.748398563,-0.657909925,-0.504249,0.238238043,0.653943547,-0.606826373,-0.874628163,-0.398218343,-0.549033345,-0.530862272,-0.107916667,-0.148266667,1486
-0.971914303,-0.258640345,-0.797772097,1.410507256,1.14671378,-0.775244497,-0.313479971,-0.632862535,-0.534574644,-0.721966594,-0.08825,-0.17325,1487
-0.020237866,-0.203899872,-0.415001966,-0.410686254,-0.139140504,-0.266138956,0.119859423,-0.273610906,-0.140398713,-0.336966897,0.183483333,0.0635,1488
0.054613877,-0.386133183,-0.210253702,-0.431136669,-0.317860262,-0.304368837,-0.36576351,0.021821286,-0.160972722,-0.084752761,0.115133333,0.27965,1489
-1.076546874,-1.060675407,-0.708599293,-0.10840695,0.693715346,0.105263869,-1.253891941,-0.892510966,-0.574036801,-0.753307172,-0.327540413,-0.154876146,149
-0.493347162,-0.714671054,-0.660160839,-0.366532865,0.963792071,-0.434557081,-0.776785174,-0.601834649,-0.389452403,-0.581438001,-0.127366667,0.1034,1490
0.149538012,0.045089684,-0.311626549,-0.430955406,-0.021775668,0.016405227,-0.433020284,-0.393205121,0.122967243,-0.201083038,0.217066667,0.39637037,1491
-0.834254032,-0.8354319,-0.572162318,0.830476739,0.453371634,-0.751479977,-1.015826152,-0.708364013,-0.570152435,-0.680565217,-0.078116667,-0.136083333,1492
0.175103428,-0.367875135,4.589739936,-0.446394327,-2.488255393,0.945194082,0.173246217,5.195046701,2.300399886,5.942225999,0.148283333,0.439883333,1493
-0.307381849,-0.590124733,-0.756898968,-0.40953764,0.430984382,-0.131535959,0.744601352,-0.817153914,-0.424994572,-0.726542622,0.18035,0.110283333,1494
-0.108301535,-0.547504781,-0.318290125,-0.427571095,-0.287728171,-0.414549796,-0.340992655,-0.252695213,-0.354990458,-0.396434089,0.06385,0.068533333,1495
-0.085210384,-0.373652282,0.744217502,-0.415013788,-0.351574772,-0.011210461,-0.061163192,1.092898784,0.164132877,0.702849607,0.39255,0.457083333,1496
-0.504425916,-0.391339683,-0.615820881,-0.338944864,0.532375367,-0.492042798,-0.372186234,-0.607298545,-0.408050109,-0.605893043,0.0132,0.036366667,1497
-0.161236484,-0.056423021,-0.573411779,-0.373107975,0.244616299,-0.376977432,0.022855292,-0.448175574,-0.209785012,-0.551073292,0.186433333,0.256566667,1498
-0.420393113,-0.675124477,-0.434542344,-0.461488868,0.191174232,-0.110777228,-0.678472875,-0.619837137,-0.321390696,-0.453596714,0.265566667,0.37445,1499
1.465224381,-0.801929047,-0.435211826,-0.460785201,-1.359286276,-0.705359899,0.375066897,-0.727569699,-0.460840837,-0.67750239,0.038048058,0.038614553,150
-0.502503161,-0.934469131,-0.26469034,-0.39934377,-0.199880354,-0.52313393,-0.786513028,-0.159858673,-0.33487943,-0.166624294,-0.054933333,0.14405,1500
-0.28659759,-0.015613388,2.560665838,-0.049781174,-0.443584143,0.4854962,0.903445124,3.427902521,1.571707048,3.288915367,0.211216667,0.316633333,1501
0.680747797,0.020137822,2.126364414,-0.438518089,-1.194979018,0.562049893,0.271485532,2.051478722,1.074504324,2.0139933,0.584666667,0.573916667,1502
-0.436138359,-0.127490227,-0.570625851,-0.305366346,0.133414577,0.051629318,0.597463882,-0.341146895,-0.106760822,-0.478206689,0.347533333,0.17075,1503
0.407057436,0.280383069,0.349340812,-0.418347244,-0.769588336,1.407428098,0.349330052,0.253353994,0.408772846,0.014038298,0.234066667,0.492133333,1504
-0.587826923,0.192472346,-0.624988787,0.613325852,0.265995666,0.050220355,-0.034541993,-0.43753722,0.131834874,-0.464006914,-0.13615,0.151383333,1505
0.151062863,-0.499527967,0.904208244,-0.451233282,-1.218085077,0.652975015,0.399003272,1.003694122,0.485038301,1.078465917,0.1465,0.308733333,1506
0.016967373,0.16139226,0.230501747,-0.370207126,-1.115833216,0.959095857,-0.092835328,0.361810768,1.654301346,0.247602314,0.372683333,0.4487,1507
-0.416362908,-0.46567281,0.708372889,0.125715739,-0.674621943,0.846754486,0.94635779,1.874513555,1.227261927,2.485571015,0.318283333,0.343333333,1508
-0.136040015,-0.335501,0.588577594,-0.449631175,-0.820597716,0.110711862,-0.546408762,0.267105038,0.075048237,0.112372281,0.31845,0.36045,1509
-1.035410381,-0.779044581,-0.802400556,0.367992419,1.547599981,-0.574514139,-0.438809877,-0.90055709,-0.615697133,-0.805720313,-0.065903918,-0.393948752,151
-0.362237354,-0.272234656,-0.0674491,-0.201770953,-0.219194074,0.856805094,0.940467329,0.800574361,0.735469013,0.571924298,0.041333333,0.356933333,1510
0.283633538,-0.217766759,0.449272884,-0.334696228,-0.99344223,0.814066529,0.878050797,0.889056831,0.724994417,0.975505423,0.426266667,0.437233333,1511
0.117592525,-0.259541928,0.767835706,-0.406333452,-0.666098217,0.320459588,-0.036691014,0.897748129,0.360248474,0.648632623,-0.310283333,0.430116667,1512
0.225572244,-0.010528444,0.8548886,-0.247038232,-1.121273964,0.028428383,0.749987777,0.912916614,0.605501008,0.849082683,0.407016667,0.485916667,1513
-0.264109273,-0.068822907,-0.101209975,-0.076402859,-1.069009333,7.451694405,-0.057994406,0.903436856,0.934732105,1.020614016,-0.01815,0.3173,1514
0.501818864,-0.183886522,0.202694673,-0.467503178,-1.341169728,0.444166599,-0.400957633,0.010364826,-0.106105701,-0.001347475,-0.09575,0.300033333,1515
-0.925476271,-0.147295385,1.236165546,3.130546359,0.109315611,4.83430955,0.220650701,1.323849815,0.614334084,1.190029117,0.315366667,0.19665,1516
-0.938142392,-0.399043,0.898529614,6.245672706,-0.808122779,0.753481091,2.176926631,2.104923928,1.995937009,2.433477287,0.378316667,0.38105,1517
0.270292847,0.075985584,0.090652222,-0.18372646,-0.629957184,0.221080683,0.34361028,0.24967986,0.63933208,0.082086989,0.18445,0.29305,1518
0.148894524,-0.135371868,2.024552203,-0.451162543,-1.640131498,0.645930197,0.59668303,1.597716124,0.789566618,1.667654852,0.1614,0.480883333,1519
-0.122885165,-0.375659347,-0.246867249,-0.338015225,0.343158563,-0.188458092,0.282283809,-0.091747035,0.019540401,-0.369947771,-0.021208392,-0.093361959,152
